corruption,./results/mnist/Aug14_0805_lsf_conv_run5/best_epoch88_acc0.9988.pt,./results/mnist/Aug14_0740_lsf_conv_run4/best_epoch86_acc0.9982.pt,./results/mnist/Aug14_0721_lsf_conv_run3/best_epoch60_acc0.9987.pt,./results/mnist/Aug14_0658_lsf_conv_run2/best_epoch78_acc0.9987.pt,./results/mnist/Aug14_0635_lsf_conv_run1/best_epoch74_acc0.9981.pt
identity,99.10000383853912,99.04000461101532,99.06000435352325,99.17000353336334,99.06000435352325
shot_noise,97.23000407218933,96.91000461578369,97.25000381469727,97.29000389575958,96.73000574111938
impulse_noise,80.81000328063965,75.74000358581543,76.00000321865082,80.45000374317169,74.21000301837921
glass_blur,80.12000441551208,82.76000380516052,82.54000306129456,82.45000422000885,86.32000386714935
motion_blur,90.48000395298004,94.27000403404236,93.25000464916229,92.02000379562378,93.33000421524048
shear,97.74000525474548,97.76000440120697,97.91000485420227,97.69000470638275,97.56000459194183
scale,93.97000551223755,94.81000423431396,94.75000441074371,94.93000507354736,95.05000472068787
rotate,92.52000451087952,92.32000470161438,92.28000521659851,91.88000440597534,91.6800045967102
brightness,29.500001668930054,45.00000149011612,39.15000230073929,35.45000195503235,45.89000195264816
translate,53.02000164985656,51.73000276088715,54.110002517700195,51.660002171993256,53.10000211000443
stripe,81.20000422000885,67.75000274181366,80.75000405311584,77.31000363826752,79.70000326633453
fog,15.050000622868536,29.320001006126407,26.100001484155655,14.31000053882599,28.900001347064975
spatter,97.7200049161911,98.21000576019287,97.73000597953796,98.08000445365906,98.27000379562378
dotted_line,97.8100049495697,97.83000528812408,97.99000442028046,97.74000465869904,97.93000400066376
zigzag,94.52000558376312,93.84000420570374,94.42000389099121,94.8900032043457,94.0900045633316
canny_edges,63.580002784729004,57.860002517700195,55.6900030374527,56.90000176429748,61.730002164840705
