corruption,./results/mnist/Aug14_0805_lsf_conv_run5/best_epoch88_acc0.9988.pt,./results/mnist/Aug14_0740_lsf_conv_run4/best_epoch86_acc0.9982.pt,./results/mnist/Aug14_0721_lsf_conv_run3/best_epoch60_acc0.9987.pt,./results/mnist/Aug14_0658_lsf_conv_run2/best_epoch78_acc0.9987.pt,./results/mnist/Aug14_0635_lsf_conv_run1/best_epoch74_acc0.9981.pt
identity,99.16000425815582,99.1800045967102,99.12000477313995,99.1800045967102,99.09000396728516
shot_noise,94.97000515460968,94.32000577449799,95.24000465869904,95.88000535964966,93.85000467300415
impulse_noise,57.520003318786614,52.670002579689026,53.49000275135041,58.93000185489654,48.340002596378326
glass_blur,53.380002081394196,66.57000482082367,59.67000305652619,68.86000394821167,70.92000305652618
motion_blur,83.7300044298172,93.95000398159027,88.32000434398651,88.30000340938568,93.95000517368317
shear,97.58000433444977,97.65000402927399,97.83000528812408,97.59000360965729,97.38000512123108
scale,95.89000403881073,95.74000477790833,96.15000486373901,96.04000449180603,95.18000423908234
rotate,91.54000401496887,91.13000512123108,91.66000485420227,91.19000494480133,90.80000460147858
brightness,21.71000137925148,28.05000111460686,20.42000100016594,19.880000948905945,32.99000144004822
translate,59.400002360343926,58.4000027179718,60.210002660751336,57.76000261306763,58.07000160217285
stripe,88.94000470638275,91.65000438690186,91.5600037574768,83.74000489711761,90.33000469207764
fog,10.470000505447388,15.430000871419908,10.360000431537628,10.170000419020653,16.030000746250153
spatter,95.23000359535217,97.70000517368317,96.10000371932983,96.46000504493713,97.72000551223755
dotted_line,94.4400042295456,95.26000499725342,96.25000476837158,95.54000437259674,96.26000463962555
zigzag,85.48000395298004,84.45000469684601,87.47000336647034,89.63000476360321,88.62000465393066
canny_edges,61.81000292301177,52.52000212669372,50.99000245332718,54.84000384807587,54.330002069473274
