corruption,./results/mnist/Aug14_0508_lsf_res4_run1/best_epoch30_acc1.0000.pt,./results/mnist/Aug14_0524_lsf_res4_run2/best_epoch29_acc1.0000.pt,./results/mnist/Aug14_0540_lsf_res4_run3/best_epoch26_acc1.0000.pt,./results/mnist/Aug14_0556_lsf_res4_run4/best_epoch29_acc1.0000.pt,./results/mnist/Aug14_0612_lsf_res4_run5/best_epoch28_acc1.0000.pt
identity,0.9940999746322632,0.9944999814033508,0.9946999549865723,0.9941999912261963,0.9942999482154846
shot_noise,0.9858999848365784,0.9864999651908875,0.9878000020980835,0.9863999485969543,0.982699990272522
impulse_noise,0.95169997215271,0.9610999822616577,0.9395999908447266,0.946399986743927,0.950499951839447
glass_blur,0.945099949836731,0.9515999555587769,0.9472999572753906,0.9584999680519104,0.9345999956130981
motion_blur,0.97079998254776,0.961899995803833,0.9631999731063843,0.9691999554634094,0.9672999978065491
shear,0.9840999841690063,0.9874999523162842,0.9856999516487122,0.9846999645233154,0.9842999577522278
scale,0.9633999466896057,0.9613999724388123,0.9738999605178833,0.9690999984741211,0.9669999480247498
rotate,0.941100001335144,0.9435999989509583,0.9423999786376953,0.9449999928474426,0.9437999725341797
brightness,0.8579999804496765,0.8976999521255493,0.3953999876976013,0.7716999650001526,0.8441999554634094
translate,0.6626999974250793,0.6676999926567078,0.6589999794960022,0.6685000061988831,0.6732999682426453
stripe,0.7749999761581421,0.4730999767780304,0.7487999796867371,0.7375999689102173,0.7452999949455261
fog,0.5722000002861023,0.5778999924659729,0.22589999437332153,0.5092999935150146,0.5952999591827393
spatter,0.9833999872207642,0.9811999797821045,0.9838999509811401,0.979699969291687,0.9799000024795532
dotted_line,0.9788999557495117,0.98499995470047,0.9805999994277954,0.9756999611854553,0.9805999994277954
zigzag,0.8920999765396118,0.9228000044822693,0.9012999534606934,0.8970999717712402,0.8908999562263489
canny_edges,0.755299985408783,0.6929000020027161,0.7231999635696411,0.7299000024795532,0.7256999611854553
