corruption,./results/mnist/Aug14_0805_lsf_conv_run5/best_epoch88_acc0.9988.pt,./results/mnist/Aug14_0740_lsf_conv_run4/best_epoch86_acc0.9982.pt,./results/mnist/Aug14_0721_lsf_conv_run3/best_epoch60_acc0.9987.pt,./results/mnist/Aug14_0658_lsf_conv_run2/best_epoch78_acc0.9987.pt,./results/mnist/Aug14_0635_lsf_conv_run1/best_epoch74_acc0.9981.pt
identity,99.1599977016449,99.17999505996704,99.11999702453613,99.17999505996704,99.08999800682068
shot_noise,94.96999979019165,94.31999921798706,95.23999691009521,95.8799958229065,93.84999871253967
impulse_noise,57.51999616622925,52.6699960231781,53.49000096321106,58.92999768257141,48.339998722076416
glass_blur,53.380000591278076,66.56999588012695,59.67000126838684,68.86000037193298,70.91999650001526
motion_blur,83.73000025749207,93.94999742507935,88.31999897956848,88.29999566078186,93.94999742507935
shear,97.57999777793884,97.64999747276306,97.82999753952026,97.58999943733215,97.3800003528595
scale,95.8899974822998,95.73999643325806,96.14999890327454,96.03999853134155,95.1799988746643
rotate,91.5399968624115,91.1300003528595,91.6599988937378,91.1899983882904,90.79999923706055
brightness,21.709999442100525,28.049999475479126,20.419999957084656,19.87999975681305,32.989999651908875
translate,59.3999981880188,58.399999141693115,60.20999550819397,57.760000228881836,58.069998025894165
stripe,88.94000053405762,91.64999723434448,91.56000018119812,83.7399959564209,90.32999873161316
fog,10.46999990940094,15.429998934268951,10.359999537467957,10.170000046491623,16.030000150203705
spatter,95.2299952507019,97.69999980926514,96.09999656677246,96.45999670028687,97.71999716758728
dotted_line,94.43999528884888,95.26000022888184,96.24999761581421,95.53999900817871,96.25999927520752
zigzag,85.47999858856201,84.45000052452087,87.46999502182007,89.6299958229065,88.6199951171875
canny_edges,61.809998750686646,52.52000093460083,50.98999738693237,54.83999848365784,54.329997301101685
